Seller ID,Product ID,Price,Old Price,ADO,Stock,Rating,Offshore Seller
725136,52780687,296.92,539.01,0.15,8905,1,False
233835,17108819,998.25,1015.06,0.7,3066,4,False
104069,48874746,771.74,1404.22,0.59,331,5,False
862204,50703494,393.41,845.59,0.04,8605,2,True
166033,89400862,471.75,1757.46,0.76,2538,5,True
530822,54851788,935.07,2100.89,0.82,3329,2,True
551739,20061344,816.16,816.16,0.23,6234,1,False
161805,42314395,121.51,443.92,0.07,6074,2,False
199518,96542866,482.1,659.15,0.08,5541,1,False
979527,49193206,413.29,602.57,0.96,415,4,False
832851,74718406,193.14,683.95,0.75,2028,4,True
562217,57190862,918.71,8070.41,0.72,2511,1,False
127138,16201911,135.61,165.33,0.23,5668,5,False
918460,91267102,322.66,1831.45,0.41,7656,3,False
575974,18668596,247.2,932.77,0.48,2422,4,False
919336,29402441,100.41,163.74,0.62,4617,4,False
306681,18113257,613.03,4398.3,0.3,1596,1,False
529230,44958521,374.13,374.13,0.25,4930,1,False
676029,24915503,127.9,543.88,0.61,914,3,False
679260,56234877,819.2,5156.75,0.56,308,4,False
843185,39746341,340.03,714.65,0.65,1254,1,False
869235,84838557,542.8,3768.6,0.8,2382,4,True
845744,80004260,963.98,4347.76,0.11,2827,3,True
993355,97032334,586.84,2462.43,0.42,721,1,False
332036,25968186,131.72,496.47,0.21,4695,2,True
599881,64392143,497.11,782.96,0.91,8711,2,False
159647,38024154,453.39,681.51,0.9,2544,4,False
370724,40060014,958.0,1546.8,0.51,8194,5,False
356398,94267422,198.14,198.14,0.73,4657,5,True
614300,29450244,657.14,657.14,0.74,8441,3,False
875486,46763630,956.89,2081.08,0.61,7753,4,True
794416,58304725,683.94,683.94,0.4,1490,5,True
718223,15566026,946.0,3079.42,0.04,1976,2,False
689739,90374929,92.28,154.59,0.11,1321,4,True
959009,37832809,237.16,1334.66,0.62,2280,3,False
847863,35627549,947.12,1546.7,0.08,6925,1,True
978597,91243065,790.36,4657.15,0.0,333,5,True
755344,14764962,521.83,960.42,0.75,5858,3,False
218121,52164384,146.08,221.2,0.54,3352,5,False
472384,48713164,342.46,670.95,0.83,6825,2,True
705206,26348686,360.59,360.59,0.49,7623,2,True
352535,73472605,225.93,864.47,0.74,1985,3,True
298996,83166340,59.84,533.08,0.12,370,3,True
956776,84805558,402.95,1252.42,0.17,4856,3,True
987231,27576210,871.73,2039.69,0.05,6027,4,False
313775,31303693,700.31,2578.65,0.7,9388,3,False
273173,85346354,865.95,1447.09,0.29,3013,5,False
142266,86647612,977.72,5029.06,0.95,2300,2,False
348632,95142706,265.28,1868.88,0.68,6727,2,True
853532,79003312,303.93,613.81,0.44,9763,3,True
836477,10149528,630.28,3908.8,0.43,7965,2,True
238637,43388450,458.81,572.65,0.61,8030,3,True
454554,76269710,493.44,1926.76,0.7,4650,2,True
987389,90474809,848.15,2048.36,0.35,1297,5,False
870336,85120490,867.19,4634.82,0.25,911,5,False
919226,36956527,795.27,795.27,0.47,5407,4,False
554837,90395078,937.97,4586.12,0.97,4065,1,True
816894,71593216,365.76,595.82,0.73,4707,5,True
763026,31755755,956.46,1829.29,0.62,3077,1,False
735185,74013117,180.59,864.78,0.57,323,1,False
768311,13553655,794.75,1652.13,0.57,5072,3,False
871584,14275561,747.65,3157.71,0.84,7444,1,False
841935,58378033,48.92,107.91,0.45,4844,1,False
734929,82112635,188.8,567.38,0.76,7539,3,True
744321,15088588,100.19,141.37,0.03,7101,4,False
161430,47455926,712.82,3103.39,0.84,4833,5,True
163353,58309574,234.77,464.88,0.4,5292,4,True
422385,25451871,547.59,2960.99,0.76,2542,2,False
643908,15313052,207.27,431.09,0.51,2586,2,False
289850,87029947,912.67,1259.98,0.19,3380,2,True
314201,70176648,599.92,1641.12,0.23,9251,5,False
674668,55075377,408.52,1074.75,0.78,4506,1,True
398737,96235270,81.56,206.98,0.69,1400,2,True
251009,44907717,919.01,1864.82,0.53,4256,2,False
850461,61695586,606.12,5436.4,0.11,723,1,False
291607,86358626,146.06,146.06,0.75,8350,2,True
241987,75530569,684.15,842.15,0.03,3097,2,True
765779,65081393,689.69,2859.47,0.03,9133,5,False
801555,79701496,301.58,615.14,0.06,1132,1,False
726568,12640849,721.42,1138.82,0.81,2421,5,True
484931,24427630,886.7,5408.09,0.64,8522,4,True
699188,51844625,619.05,1199.57,0.12,9525,4,True
976141,97934105,248.62,328.69,0.22,3096,1,True
402787,37073462,872.69,872.69,0.16,3966,3,False
158701,18773667,886.73,3106.77,1.0,4939,1,False
202853,23904105,391.03,391.03,0.36,1234,3,False
434308,45377115,890.23,2756.69,0.3,1672,5,False
657426,22326795,97.28,431.62,0.35,3796,5,False
862065,15086981,784.83,1708.39,0.54,9670,5,False
796848,35033082,108.55,244.97,0.15,2178,5,False
846282,62676785,899.7,1939.46,0.68,9166,3,True
324561,56370186,263.71,624.0,0.85,5089,4,True
908764,77031022,301.95,440.81,0.28,7051,3,False
993396,57856620,159.93,762.24,0.93,5204,1,False
360800,49883365,857.37,2084.68,0.73,9533,2,False
295788,40757195,456.57,752.39,0.46,5,4,True
590718,78797350,63.88,143.09,0.88,1279,5,True
725475,58597199,665.04,1955.42,0.37,5348,2,True
165975,65879850,689.48,3248.38,0.3,1250,2,True
876853,21235355,241.72,618.25,0.11,8416,1,False
301042,65296032,2.87,3.91,0.87,1805,3,True
384888,41776905,14.17,26.99,0.3,4564,5,True
269792,15108683,267.52,497.83,0.38,7915,4,False
676183,91654667,295.7,842.59,0.59,6685,2,False
292691,95238578,220.16,541.26,0.35,6457,1,True
961287,52169455,533.8,2046.93,0.05,7457,2,True
347974,66456734,391.39,391.39,0.17,6384,3,True
453295,25756312,853.23,2689.42,0.33,5267,3,False
139457,66161567,986.41,7865.73,0.94,6518,2,False
315108,90283381,878.78,4791.71,0.03,5151,2,False
470221,71502424,308.27,308.27,0.53,8358,2,False
535139,74615843,675.9,5579.11,0.27,3619,3,True
767254,55079779,81.24,180.42,0.51,9834,3,False
204896,77400490,325.24,325.24,0.21,4784,3,True
835339,76788362,778.66,2896.53,0.67,3926,5,True
557679,19605249,856.08,3646.6,0.53,5767,2,True
567815,59229785,892.96,892.96,0.3,2440,4,True
263236,37591960,957.05,957.05,0.6,5377,4,False
672020,10072492,851.17,2656.91,0.3,4779,2,True
705842,53754994,69.77,143.23,0.69,9918,5,True
923183,12574374,157.37,340.47,0.0,1116,1,False
338208,41800989,81.88,231.0,0.26,6421,3,False
777112,91314711,582.32,1042.95,0.97,1601,2,False
451480,56939549,571.18,2112.09,0.81,4297,1,True
517702,14732516,974.94,1155.87,0.34,5525,4,False
541228,41743206,151.52,589.41,0.53,7213,4,True
390572,15006326,303.88,480.9,0.31,3843,3,False
515655,42247370,457.88,1128.65,0.73,5195,2,True
822774,44404819,437.13,437.13,0.59,4778,3,False
577043,40143567,905.39,1545.18,0.23,562,5,True
463428,95707920,867.28,4242.54,0.51,5210,3,True
903639,64844195,420.48,420.48,0.85,2723,3,False
743560,57894683,681.36,1862.97,0.72,9158,4,False
273116,14003431,735.59,735.59,0.31,9212,3,False
301832,21290350,949.77,1881.41,0.26,6627,2,True
774515,75494796,803.43,2368.68,0.43,6997,2,False
508432,77089747,938.41,4042.33,1.0,9854,4,True
480474,88528253,6.9,11.51,0.76,9411,4,False
320822,22457504,637.14,1410.11,0.69,8435,3,False
739674,18548656,35.79,50.57,0.32,8867,3,False
411577,17502017,77.39,413.32,0.1,999,4,True
818976,33657391,881.43,1081.61,0.24,7153,3,True
130791,43703631,726.61,726.61,0.29,5952,2,False
246082,38741200,696.25,696.25,0.57,9993,1,False
602900,60073653,666.49,1202.0,0.4,9845,1,False
584516,18064878,371.55,1077.76,0.09,7277,3,True
353054,43766084,983.7,983.7,0.93,5766,2,False
116893,11119866,175.19,288.42,0.81,2484,4,False
438386,26624371,509.12,1116.78,0.13,6005,5,False
337971,14478239,2.0,2.18,0.12,8957,2,True
275361,83450041,572.63,587.48,0.69,8825,4,False
198052,75153410,341.52,523.07,0.74,3452,1,False
442337,42644633,690.89,3302.44,0.16,8537,1,True
510597,12206891,975.81,2569.95,0.53,1124,5,False
402678,90729130,767.15,3483.46,0.49,8432,1,False
307188,74500565,950.35,2950.84,0.97,7091,5,False
466012,81987526,48.21,73.24,0.67,6286,4,False
650078,31980096,462.78,1713.58,0.78,4096,5,True
469729,58981942,957.55,2142.2,0.76,1261,4,True
132124,65616339,189.05,348.19,0.68,8707,4,False
115213,28178270,291.92,422.2,0.82,2186,1,False
455902,15963604,198.65,670.1,0.85,4204,4,True
193404,20569428,480.4,907.42,0.05,3096,4,True
307649,93520497,484.06,751.17,0.52,7053,3,True
133436,21620377,465.17,465.17,0.29,5780,5,False
138106,25850608,632.21,1413.53,0.7,2454,2,True
662381,74507696,427.6,2113.08,0.72,7255,1,False
637803,36775934,701.82,701.82,0.41,5403,4,True
371899,51696170,754.04,3311.91,0.02,663,3,True
324001,97042589,785.21,1168.71,0.53,8677,1,True
347016,48044884,124.09,876.69,0.08,6114,2,False
337062,90524912,816.41,842.18,0.8,4277,3,False
189121,23620342,449.08,1251.43,0.22,2961,2,False
281927,91017025,43.32,195.08,0.88,2660,4,False
576179,86484736,577.0,4968.77,0.04,6172,4,False
311543,43636544,450.68,2106.04,0.42,7607,3,False
872920,59971780,455.22,3064.02,0.47,7619,4,True
424676,31149246,960.69,1240.35,0.9,4921,3,False
447987,87316519,769.53,1021.68,0.26,7504,1,False
815747,32591091,2.04,3.78,0.87,7048,5,True
546219,88514483,211.56,236.36,0.76,3790,1,False
617439,70264495,536.59,536.59,0.37,9417,3,True
516309,82049315,416.14,2732.33,0.79,5171,4,False
318469,40535065,214.94,270.44,0.75,2294,5,True
813535,51779613,39.6,199.37,0.24,6765,3,True
712848,53630877,505.72,505.72,0.65,7468,1,True
186253,48375133,299.28,1210.29,0.0,1443,4,True
973516,66379121,20.65,49.16,0.82,8549,1,True
422466,63568023,378.08,1024.81,0.81,5827,3,True
628034,52955685,231.8,474.69,0.66,3937,2,True
940314,97819567,230.43,1719.96,0.54,7425,3,True
799881,62030436,830.99,1842.34,0.74,7851,5,True
298574,59653545,86.8,86.8,0.08,2507,5,False
471754,61758469,638.46,2849.21,0.41,2136,5,False
654595,31366325,262.57,437.9,0.27,9477,1,False
307922,85921126,540.84,611.46,0.66,976,4,True
765748,50868272,709.71,2417.44,0.33,8901,3,True
359382,70455027,808.32,2342.14,0.24,3684,4,False
493279,97180432,977.46,1197.27,0.23,722,2,False
755465,41888332,364.22,2678.36,0.73,9981,1,False
233763,24156856,784.6,1098.18,0.86,4996,3,True
313786,92102290,959.07,4675.41,0.88,3514,4,False
769658,47399782,50.49,61.88,0.95,2615,2,True
823631,43455373,260.17,1924.6,0.53,7107,5,True
537441,14182622,696.81,1514.0,0.25,872,1,True
113666,76469854,584.23,1350.55,0.37,2044,2,True
843363,79815805,46.57,112.19,0.24,3938,4,True
392016,96773254,268.24,601.09,0.52,5119,4,True
228869,62496431,708.49,1039.76,0.29,6637,2,True
132653,70259742,108.73,119.16,0.83,2646,3,False
396151,74072827,548.42,548.42,0.85,6092,5,False
210626,65371001,145.04,1027.12,0.5,2957,4,False
988223,82009125,36.19,156.16,0.54,9593,2,False
858715,22700667,632.47,632.47,0.31,4527,4,True
252459,43765198,83.57,237.91,0.94,8615,5,True
334808,99716370,920.55,1220.87,0.96,6235,4,True
960341,58504629,499.81,3685.96,0.1,488,4,True
892137,33410243,873.99,873.99,0.06,1304,3,False
139068,37430431,355.52,1394.9,0.71,1572,1,False
695015,45372535,149.32,735.29,0.43,5236,5,False
258030,86285128,830.44,6640.35,0.04,4980,2,True
870211,78583662,787.2,2660.06,0.31,3095,3,True
772279,60218893,208.38,208.38,0.18,7990,2,False
723989,45045633,247.41,1626.45,0.86,2926,2,True
910538,92070179,535.7,4058.24,0.97,8153,3,True
368483,38772202,71.09,605.16,0.05,1012,3,True
110995,89717243,148.64,435.33,0.13,6796,2,True
362915,21499022,745.31,1293.61,0.75,660,5,True
287439,79798703,181.18,247.55,0.96,3541,2,True
206728,55232502,787.13,1510.59,0.71,1974,3,True
181964,80932040,41.6,51.76,0.71,2604,4,True
597754,72468134,152.56,152.56,0.54,3683,3,False
334326,36709071,104.37,315.02,0.83,3516,1,False
196569,95643149,158.86,312.72,0.4,4491,5,True
113761,23489298,65.42,481.68,0.04,9306,2,True
295933,44082524,832.43,4150.47,0.46,9685,4,False
454852,11485129,648.09,4245.85,0.64,294,5,False
139905,56414684,483.97,2316.17,0.95,8496,2,True
464508,90283733,422.29,1648.2,0.26,382,4,False
435809,24605969,453.49,528.01,0.84,5027,4,False
522398,83806724,271.56,2169.17,0.02,2629,4,True
864685,69148392,131.6,614.5,0.87,3413,1,False
194452,44342337,905.38,1701.83,0.62,2450,2,True
185831,20569282,898.83,1550.91,0.83,1891,4,False
124644,34242799,186.94,186.94,0.69,8134,2,True
738047,26095337,373.74,603.97,0.72,9108,4,False
442657,49428675,691.31,2686.59,0.07,6407,2,False
911519,93819527,77.74,366.05,0.27,6046,3,False
120823,23030777,347.91,658.87,0.73,2385,1,False
720753,35306587,173.02,307.22,0.64,488,2,False
635153,41078134,681.06,4375.37,0.19,9528,2,True
256339,66599816,217.27,394.71,0.79,3560,2,False
434880,46527287,783.17,3134.44,0.3,2251,1,False
491820,35949820,614.23,614.23,0.57,895,2,False
182213,27993886,192.01,195.21,0.1,609,3,True
944711,19810892,844.77,4344.5,0.9,8873,4,False
750285,75484972,515.22,4036.98,0.88,4338,2,False
164235,18564289,523.12,2025.89,0.75,9126,3,False
480112,49385008,723.05,824.73,0.62,3529,1,True
590738,29484851,101.22,137.78,0.41,1938,1,True
189619,49687074,826.11,1403.43,0.59,6808,5,True
916896,98240016,249.69,347.36,0.43,1712,1,True
309251,56800743,240.42,636.8,0.83,9279,3,False
842758,62230574,592.28,2317.41,0.63,6019,5,False
456638,20288238,820.65,2204.1,0.13,4124,2,False
630099,69110525,248.53,857.05,0.13,3234,1,False
255130,99919267,776.35,4359.43,0.82,6734,1,True
253811,95374116,510.58,3164.7,0.63,1422,5,False
722149,81739286,226.85,226.85,0.25,2348,4,False
961177,60234113,538.86,663.22,0.26,6866,4,False
417269,65033586,804.29,2164.94,0.03,8938,4,True
743048,93257808,747.78,1990.7,0.48,9076,3,False
682661,61131578,219.74,318.05,0.47,3734,3,False
462456,54657915,543.68,1723.34,0.03,1034,2,False
304024,30486229,853.85,4223.73,0.73,2114,4,False
587343,28374468,479.87,479.87,0.78,8596,3,False
424709,89474969,570.54,2036.38,0.89,2435,2,True
627228,63578625,573.18,3822.86,0.25,1264,2,False
835206,20389591,978.17,4377.84,0.28,2141,1,False
163978,82198547,326.94,1381.42,0.8,4333,4,False
810195,48538362,829.31,2017.4,0.08,1599,3,True
899382,79456910,985.0,1258.71,0.2,3460,4,False
736863,42283696,132.27,243.89,0.48,708,3,False
743905,95522073,681.69,681.69,0.72,7517,1,False
257999,97241539,584.46,1972.2,0.52,5357,3,True
626745,30419982,582.39,2516.61,0.73,7323,5,True
352313,92012965,948.96,3647.97,0.73,538,2,True
992608,17755468,964.17,1441.43,0.09,4698,5,False
990661,94595323,717.81,3526.47,0.52,2853,1,False
151822,39916349,272.55,925.61,0.65,6893,1,True
954305,51246693,982.31,2693.74,0.42,4852,2,True
364682,96137949,18.82,110.63,0.75,35,5,True
447803,33357685,581.64,3337.92,0.1,5119,1,False
690126,65402559,247.79,282.67,0.94,7003,3,False
776210,45005235,872.07,1669.0,0.9,6328,4,True
866942,82382102,5.87,22.57,0.26,9662,2,False
199281,20384705,113.81,419.41,0.17,2256,5,True
815775,39919801,398.57,1158.84,0.13,8682,2,False
352774,61421305,185.17,308.02,0.93,1157,4,True
356967,17493970,346.84,533.47,0.04,2296,3,True
290802,56798006,674.53,4902.02,0.91,6557,3,True
629685,65303716,544.07,1056.0,0.57,5692,2,False
425030,21258994,676.79,1083.03,0.11,7158,2,True
738421,70129175,852.1,4740.37,0.08,7508,1,True
870620,10250520,895.9,1074.48,0.6,2774,2,False
405877,71427681,892.4,3625.84,0.17,5581,1,False
239244,19490625,834.57,4151.39,0.85,2135,5,True
340516,77158059,637.84,730.7,0.65,6827,4,False
504792,82887844,96.68,252.63,0.32,9909,5,True
765029,10579266,822.27,1489.85,0.2,7702,3,True
702085,13395407,453.26,2027.77,0.02,7061,5,False
551786,77084794,916.29,1290.13,0.69,7862,4,True
999680,98194673,934.01,5660.19,0.35,7737,5,True
930016,32014189,875.62,875.62,0.26,1644,4,True
463133,31467965,779.31,1147.38,0.73,9341,3,False
627171,89287124,242.75,242.75,0.06,1171,3,False
812606,80307541,520.27,1087.72,0.95,4610,5,False
468251,19534188,244.21,424.13,0.35,527,4,True
508024,30921899,480.29,2097.85,0.17,9300,3,True
163865,31283170,252.62,1515.34,0.12,335,2,False
760348,69659652,240.36,391.09,0.66,7631,2,False
405290,30568696,971.9,2465.11,0.49,2638,3,True
187268,55346915,405.59,594.39,0.06,4818,2,True
853738,66134845,340.2,340.2,0.28,6267,3,True
561519,38021403,956.77,3604.39,0.2,1142,5,False
687665,45762694,719.58,778.43,0.67,9511,2,True
732913,61336495,361.62,711.28,0.77,3863,1,True
985911,55718743,937.89,1097.45,0.54,5001,5,False
127356,36325311,687.15,2276.11,0.17,7635,5,False
181424,16791274,56.22,131.67,0.91,9899,3,False
650342,98878998,497.15,1415.63,0.53,5148,1,True
833539,95373330,116.38,149.1,0.03,4507,2,True
560050,65695538,892.63,1659.86,0.44,2313,1,False
166624,29793702,810.94,810.94,0.7,1906,1,False
296924,50317308,587.79,3341.13,0.94,4519,3,False
485776,79429365,55.39,55.39,0.21,6110,2,False
726534,87338711,446.53,2466.26,0.57,5134,5,True
938029,45554157,330.37,738.8,0.64,8804,5,True
923708,24362031,113.11,274.24,0.73,6376,4,False
542741,18597943,487.87,2191.26,0.32,9016,3,False
240432,63651346,182.54,279.51,0.52,4624,5,False
305867,57158304,881.64,2006.28,0.44,442,2,False
574668,97365462,488.43,488.43,0.99,7417,2,True
624027,83354966,367.58,1543.66,0.02,5718,5,True
208874,68138975,898.16,898.16,0.3,2971,1,False
898123,11560968,822.75,822.75,0.14,8043,4,False
851149,13317536,550.91,3484.81,0.73,3768,1,False
652097,38005153,993.65,5374.63,0.84,6638,4,True
146102,79390581,932.55,2638.05,0.41,9889,4,True
982463,66392110,467.47,889.31,0.97,3085,5,True
152436,82244814,58.47,170.31,0.99,7905,3,True
366086,50119596,266.16,266.16,0.93,1869,1,False
782790,68098964,812.91,2921.66,0.2,5223,4,True
470309,69596277,514.68,718.96,0.66,445,2,True
365835,54227462,67.26,97.99,0.59,1343,1,False
178625,67949794,867.8,4999.15,0.19,1245,3,False
342126,14108623,452.24,543.88,0.23,7355,3,True
873513,89261873,778.61,878.91,0.24,6649,3,True
131495,57737639,715.54,715.54,0.46,7467,2,True
128421,85021473,602.64,1214.61,0.32,4596,2,False
898126,94135611,52.65,183.72,0.8,897,5,False
912557,37258959,427.34,1103.08,0.66,4589,1,False
131386,50835343,812.31,812.31,0.07,868,4,True
213357,79062639,118.24,232.62,0.53,9964,3,False
555301,21080228,466.17,2784.2,0.72,7418,5,False
587554,39247491,664.89,2928.87,0.66,8700,1,False
443850,96581740,833.18,5884.3,0.2,5280,3,True
263626,87191303,670.38,1678.6,0.81,305,3,True
520684,45741164,857.34,1298.5,0.0,1310,4,True
640419,41656593,859.23,859.23,0.3,3033,4,False
620559,38723177,887.79,1852.47,0.02,7801,5,True
953083,18865990,375.63,535.1,0.73,6696,4,True
176873,28529713,455.67,2969.42,0.82,2776,1,True
327382,92344970,351.5,1355.62,0.28,8391,4,False
826861,55381537,279.05,1495.02,0.54,3113,5,False
653568,28534329,380.12,1762.25,0.09,1922,1,True
953974,28957207,461.86,3103.74,0.29,2711,5,True
634448,96307755,611.87,1044.99,0.83,2200,1,False
324312,66918127,569.9,569.9,0.84,5467,3,True
272255,66844425,99.62,386.4,0.76,4192,3,False
107402,56512835,793.41,1149.16,0.34,2431,2,True
390968,74041063,393.47,684.64,0.64,6393,3,False
595175,64589762,295.8,295.8,0.03,9263,5,True
370556,98021165,174.06,741.88,0.72,689,3,True
655977,85495915,169.57,965.81,0.82,4619,2,False
979325,41750022,679.76,3961.6,0.54,5864,3,False
384835,35765423,225.88,317.36,0.0,6117,3,False
315327,48853961,493.26,807.09,0.8,4661,1,True
372652,83803891,142.44,188.9,0.98,8846,3,True
882147,37398570,980.67,1503.62,0.89,5787,5,False
809364,15225563,169.2,469.15,0.81,8909,2,False
315566,55832295,860.13,1657.28,0.18,6738,5,False
661771,27271029,195.94,287.91,0.81,3118,1,False
507544,62765949,703.18,1787.13,0.93,5790,5,True
297935,19909980,303.75,419.06,0.44,2976,1,True
367424,30939769,106.03,106.03,0.27,4555,5,False
370650,92053687,274.06,274.06,0.52,1523,3,False
816486,98177964,740.04,2067.05,0.72,4841,5,True
989631,24915835,750.78,973.29,0.69,486,4,True
281038,91887869,855.6,1355.92,0.27,7808,3,False
813973,38795663,247.96,247.96,0.83,5586,4,False
815326,91151340,158.01,1224.41,0.07,5371,1,False
955246,68415831,391.96,2707.34,0.99,5905,5,False
506165,88686938,405.62,746.46,0.7,9545,5,True
510803,57937726,583.01,1656.31,0.32,4471,1,False
942791,32917589,972.15,1294.47,0.39,152,4,False
695198,63521542,860.76,1515.6,0.53,8163,1,True
305199,59218343,531.77,2560.65,0.67,7426,1,False
536997,62032462,425.69,630.48,0.38,4218,5,True
277945,70142980,212.72,406.78,0.18,9126,1,False
101622,12737516,213.44,395.6,0.22,8978,4,False
251472,57086883,538.72,1656.62,0.53,9104,3,False
444604,19852175,494.87,2548.8,0.84,8380,2,False
650376,76426610,160.17,245.37,0.4,6803,1,True
363254,54722645,887.24,918.87,0.65,96,3,False
821013,78553023,628.79,3881.03,0.95,7138,5,False
833616,40991461,11.06,11.06,0.02,4194,1,True
843343,27728388,553.22,810.6,0.76,4401,2,False
256179,43932561,814.97,814.97,0.69,9628,5,True
615331,91759142,326.84,638.05,0.04,6973,5,True
713041,14772128,783.44,783.44,0.07,5396,3,True
258442,20575057,645.85,645.85,0.24,6949,5,False
543945,20504024,31.8,77.56,0.33,5954,5,False
756204,41412967,402.27,2184.62,0.64,3120,3,False
906849,61531058,102.3,107.38,0.2,738,3,False
197881,79046201,180.05,180.05,0.79,4318,5,True
897786,83007081,759.34,759.34,0.5,2245,5,False
608604,30963963,355.3,2324.5,0.63,2544,3,True
658978,36364201,922.57,5604.07,0.34,7132,2,True
981815,46143378,676.76,2653.76,0.9,6168,5,True
597715,39809499,909.44,3227.98,0.51,5365,2,False
116558,57319940,295.46,791.25,0.01,797,3,True
443350,89681265,502.03,2923.41,0.17,3523,4,True
215102,47019905,124.82,288.66,0.65,5723,3,False
787343,10593863,452.94,526.42,0.33,7285,4,True
556570,54249308,455.1,883.9,0.91,4201,2,True
419686,24881938,287.34,422.9,0.66,9025,1,False
905812,96774031,832.91,2172.66,0.2,5793,4,True
256167,15648346,421.39,3717.95,0.96,715,3,False
400260,92915473,920.62,2354.99,0.02,7962,4,True
945123,20410301,144.98,144.98,0.06,9072,5,True
356178,50228850,435.49,539.08,0.96,4017,2,False
813679,48005653,390.09,1853.72,0.96,2842,1,False
504671,97434815,239.15,517.46,0.19,9352,5,True
807649,30796236,422.33,3395.52,0.66,9761,5,False
555498,25293846,630.54,962.66,0.32,4416,2,True
311986,73917478,272.31,1170.45,0.39,7464,3,True
434672,37110173,334.49,746.3,0.08,9248,2,True
608462,81755917,355.05,657.63,0.13,3808,5,True
734062,74558977,433.09,1419.76,0.88,6432,5,False
533626,38900893,430.15,1857.43,0.79,1682,2,True
449954,79269474,953.07,1235.58,0.66,3214,4,False
692766,59770037,840.0,3422.09,0.88,2977,3,True
826684,31096247,518.8,1005.54,0.65,7025,2,False
136679,94975449,178.91,1122.47,0.75,8712,1,True
253434,20846175,777.21,777.21,0.43,3856,5,False
747003,33823842,281.74,554.79,0.16,5560,1,True
805183,36350166,946.8,1259.53,0.63,3516,1,False
962512,64399383,557.12,557.12,0.31,4374,2,False
982029,51617372,247.62,252.39,0.68,8343,4,False
749383,76361796,164.8,164.8,0.54,5255,4,False
754466,65870662,826.54,2509.24,0.5,8310,1,False
309763,79489364,851.96,1133.76,0.09,3656,3,True
261874,71000302,742.66,2830.36,0.15,5134,3,False
552624,49791122,648.67,1933.91,0.32,1587,5,False
458727,54188819,435.94,942.68,0.53,6937,1,True
106758,88352444,643.54,643.54,0.76,8733,4,False
963894,86450799,807.21,1408.58,0.07,3195,2,True
852634,77270592,856.93,2121.4,0.41,8108,4,True
263925,74865169,296.54,1070.79,0.72,7398,3,True
584686,80810312,963.56,1373.67,0.42,5472,1,False
728274,21642833,129.71,933.18,0.55,9089,5,True
698088,89259390,933.28,1556.91,0.45,2904,5,False
419871,84728834,724.04,1985.85,0.45,5791,3,False
218754,38388383,195.92,636.55,0.05,6164,2,True
309320,46745848,197.65,735.06,0.53,9577,5,True
200134,37650688,8.31,8.31,0.36,4930,5,False
447603,86821831,234.92,892.96,0.88,8069,3,True
433428,45338032,878.29,2551.1,0.91,9436,5,True
677540,78702837,880.09,880.09,0.67,6593,3,True
585145,26462674,830.47,2522.34,0.59,3813,2,True
518733,36107495,665.7,665.7,0.8,5176,4,True
689930,59594852,723.42,1071.71,0.39,661,2,True
221704,77688947,282.18,482.98,0.08,7524,3,True
781869,73514060,482.91,722.9,0.66,1939,4,False
962560,74777559,412.72,515.93,0.7,5090,5,False
621571,40172970,554.75,554.75,0.69,6176,2,True
247066,10854822,890.46,1765.93,0.61,7521,1,False
970372,92008536,478.06,2528.13,0.19,777,3,False
267501,78005350,321.92,367.08,0.13,2009,2,False
219329,33384504,185.95,1623.58,0.16,6435,5,False
110177,52230816,495.59,2908.64,0.35,1044,4,False
255932,30466557,581.31,1136.3,0.86,5238,1,False
840111,93816712,479.51,3792.3,0.23,8742,1,True
920864,52906908,160.81,306.03,0.02,9193,1,False
724081,12242822,305.11,491.72,0.07,8015,5,True
782218,56758779,298.6,1869.39,0.76,1943,1,False
990491,74075481,654.07,2725.75,0.3,487,5,True
499645,60685052,876.41,1431.29,0.25,521,3,False
382158,75683714,545.6,968.37,0.03,9359,5,False
342714,96646236,207.97,695.69,0.72,2496,2,False
741291,65097295,190.4,680.39,0.27,8719,3,False
351798,92133902,853.09,853.09,0.73,9547,2,True
849021,72558561,343.06,594.84,0.28,2892,1,True
642580,62256140,247.44,247.44,0.83,8041,3,False
895472,25821111,304.44,991.29,0.1,9759,2,False
314729,52140485,26.44,55.06,0.35,3944,4,True
189588,86692467,600.48,1022.32,0.57,1270,3,False
281263,50157868,268.1,1418.83,0.27,9166,3,False
569446,31084778,860.17,3734.83,0.03,7133,4,True
691537,80942072,900.55,1528.15,0.65,6264,2,False
123398,55796659,254.58,254.58,0.25,6337,4,True
445438,45592186,210.83,210.83,0.56,8787,4,True
917460,26914929,574.65,605.69,0.27,8473,3,True
316877,60545197,497.56,1385.19,0.77,3443,3,False
246427,17475091,932.19,3138.73,0.08,7696,5,True
638387,52992099,60.09,157.0,1.0,4610,4,True
324263,74975225,825.77,2398.25,0.46,6516,1,True
760106,95427773,589.49,4633.88,0.35,9837,5,False
180534,45896972,835.73,1226.52,0.49,9690,2,False
732967,51467963,20.85,20.85,0.95,3997,1,True
312908,34561624,565.47,565.47,0.48,636,5,False
237352,24559644,915.23,3147.57,0.77,6780,1,False
487541,94073611,461.35,2356.43,0.65,4294,5,False
665253,26917810,185.43,323.19,0.3,7110,1,True
978918,93162467,874.37,4905.59,0.47,6386,2,True
570375,94637889,926.94,2055.72,0.75,3703,1,False
400350,76137620,242.07,1114.01,0.84,9335,1,False
